,ZipCode,Lat,Long
1700,19369.0,39.96,-75.92
1701,19371.0,40.07,-75.88
1702,19372.0,39.99,-75.75
1703,19373.0,39.89,-75.53
1704,19374.0,39.83,-75.75
1705,19375.0,39.89,-75.73
1706,19376.0,39.96,-75.82
1707,19380.0,39.95,-75.6
1708,19390.0,39.82,-75.82
1709,19395.0,39.93,-75.55
1710,19397.0,40.05,-75.41
1711,19401.0,40.12,-75.33
1712,19405.0,40.1,-75.34
1713,19406.0,40.09,-75.38
1714,19407.0,40.12,-75.42
1715,19408.0,40.15,-75.4
1716,19409.0,40.14,-75.36
1717,19420.0,40.18,-75.44
1718,19421.0,40.13,-75.63
1719,19422.0,40.14,-75.26
1720,19423.0,40.21,-75.36
1721,19425.0,40.1,-75.64
1722,19426.0,40.18,-75.45
1723,19428.0,40.07,-75.3
1724,19430.0,40.22,-75.4
1725,19432.0,40.12,-75.53
1726,19435.0,40.3,-75.53
1727,19436.0,40.2,-75.24
1728,19437.0,40.15,-75.26
1729,19438.0,40.27,-75.38
1730,19440.0,40.27,-75.29
1731,19442.0,40.12,-75.53
1732,19443.0,40.24,-75.34
1733,19444.0,40.08,-75.25
1734,19446.0,40.24,-75.28
1735,19450.0,40.25,-75.4
1736,19451.0,40.25,-75.36
1737,19453.0,40.13,-75.49
1738,19454.0,40.21,-75.27
1739,19456.0,40.13,-75.45
1740,19457.0,40.2,-75.59
1741,19460.0,40.13,-75.51
1742,19462.0,40.1,-75.28
1743,19464.0,40.25,-75.64
1744,19468.0,40.18,-75.53
1745,19470.0,40.14,-75.8
1746,19472.0,40.31,-75.58
1747,19473.0,40.25,-75.46
1748,19474.0,40.22,-75.4
1749,19475.0,40.17,-75.54
1750,19477.0,40.18,-75.22
1751,19478.0,40.27,-75.46
1752,19480.0,40.06,-75.65
1753,19481.0,40.09,-75.47
1754,19486.0,40.21,-75.29
1755,19490.0,40.19,-75.35
1756,19492.0,40.28,-75.48
1757,19501.0,40.24,-76.06
1758,19503.0,40.4,-75.58
1759,19504.0,40.38,-75.57
1760,19505.0,40.37,-75.63
1761,19506.0,40.43,-76.11
1762,19507.0,40.47,-76.29
1763,19508.0,40.26,-75.81
1764,19510.0,40.44,-75.87
1765,19511.0,40.52,-75.74
1766,19512.0,40.33,-75.63
1767,19516.0,40.48,-76.0
1768,19518.0,40.26,-75.74
1769,19519.0,40.37,-75.67
1770,19520.0,40.15,-75.83
1771,19522.0,40.45,-75.82
1772,19523.0,40.23,-75.83
1773,19525.0,40.32,-75.6
1774,19526.0,40.55,-75.98
1775,19529.0,40.63,-75.87
1776,19530.0,40.52,-75.77
1777,19533.0,40.44,-75.96
1778,19534.0,40.57,-75.89
1779,19535.0,40.35,-75.78
1780,19536.0,40.52,-75.74
1781,19538.0,40.52,-75.74
1782,19539.0,40.49,-75.68
1783,19540.0,40.28,-75.98
1784,19541.0,40.47,-76.02
1785,19542.0,40.26,-75.74
1786,19543.0,40.15,-75.9
1787,19544.0,40.43,-76.25
1788,19545.0,40.37,-75.67
1789,19547.0,40.37,-75.76
1790,19548.0,40.28,-75.72
1791,19549.0,40.58,-76.02
1792,19550.0,40.43,-76.25
